State,District,Year,Crop_Year_Rainfall_mm,Rainy_Days,Heavy_Rain_Days,Days_Available,Monsoon_Rainfall_mm,Rabi_Rainfall_mm,Historical_Avg_Rainfall,Rainfall_Deviation_Pct
Uttar Pradesh,Farrukhabad,2024-25,957.23,74,0,365,900.1800000000001,16.73,808.7133333333333,18.364562638594652
Uttar Pradesh,Fatehpur,2021-22,918.42,66,1,365,741.96,156.58,,
Uttar Pradesh,Fatehpur,2022-23,1071.58,74,1,365,812.05,184.15,918.42,16.676466104832212
Uttar Pradesh,Fatehpur,2023-24,705.93,59,0,366,613.22,90.9,995.0,-29.052261306532667
Uttar Pradesh,Fatehpur,2024-25,749.56,78,0,365,687.77,15.13,898.6433333333333,-16.589822436042486
Uttar Pradesh,Firozabad,2021-22,835.8100000000001,67,0,365,618.13,195.02,,
Uttar Pradesh,Firozabad,2022-23,846.24,77,0,365,628.04,154.88,835.8100000000001,1.247891267154012
Uttar Pradesh,Firozabad,2023-24,707.54,60,0,366,627.21,70.96,841.0250000000001,-15.87170417050624
Uttar Pradesh,Firozabad,2024-25,1078.94,74,2,365,1032.79,20.1,796.5300000000001,35.45503621960252
Uttar Pradesh,Gautam Buddha Nagar,2021-22,993.13,70,1,365,726.0,225.4,,
Uttar Pradesh,Gautam Buddha Nagar,2022-23,869.97,75,2,365,554.42,227.92,993.13,-12.401196218017779
Uttar Pradesh,Gautam Buddha Nagar,2023-24,742.72,52,1,366,676.36,61.86,931.55,-20.27051688046803
Uttar Pradesh,Gautam Buddha Nagar,2024-25,916.61,68,0,365,805.27,34.379999999999995,868.6066666666667,5.526475351328948
Uttar Pradesh,Ghaziabad,2021-22,1106.73,68,1,365,812.39,246.91,,
Uttar Pradesh,Ghaziabad,2022-23,936.84,71,1,365,604.92,247.36,1106.73,-15.350627524328425
Uttar Pradesh,Ghaziabad,2023-24,802.46,53,1,366,728.24,69.17,1021.7850000000001,-21.46488742739422
Uttar Pradesh,Ghaziabad,2024-25,1065.14,80,1,365,923.74,45.47,948.6766666666667,12.276399054121006
Uttar Pradesh,Ghazipur,2021-22,904.42,76,0,365,748.5,142.42,,
Uttar Pradesh,Ghazipur,2022-23,703.53,69,0,365,551.15,103.03,904.42,-22.212025386435506
Uttar Pradesh,Ghazipur,2023-24,613.84,69,0,366,444.36,156.28,803.9749999999999,-23.64936720669174
Uttar Pradesh,Ghazipur,2024-25,991.84,75,0,365,942.52,6.609999999999999,740.5966666666667,33.92444830519536
Uttar Pradesh,Gonda,2021-22,1393.18,95,1,365,1104.13,233.09,,
Uttar Pradesh,Gonda,2022-23,1104.75,71,1,365,749.84,275.08,1393.18,-20.70299602348584
Uttar Pradesh,Gonda,2023-24,1027.1,80,1,366,917.78,94.75,1248.9650000000001,-17.763908516251472
Uttar Pradesh,Gonda,2024-25,1512.1,84,3,365,1392.12,6.0600000000000005,1175.01,28.688266482838436
Uttar Pradesh,Gorakhpur,2021-22,1215.79,88,1,365,981.53,208.44,,
Uttar Pradesh,Gorakhpur,2022-23,973.92,74,1,365,709.55,201.75,1215.79,-19.894060651921798
Uttar Pradesh,Gorakhpur,2023-24,833.07,79,0,366,724.89,99.7,1094.855,-23.910472162980483
Uttar Pradesh,Gorakhpur,2024-25,1172.31,78,1,365,1071.17,4.32,1007.5933333333332,16.34753438887382
Uttar Pradesh,Hamirpur,2021-22,914.31,66,0,365,726.79,163.81,,
Uttar Pradesh,Hamirpur,2022-23,1065.11,73,0,365,835.62,164.86,914.31,16.493311896402748
Uttar Pradesh,Hamirpur,2023-24,695.93,63,0,366,593.49,99.69,989.7099999999999,-29.68344262460721
Uttar Pradesh,Hamirpur,2024-25,844.3,75,0,365,801.88,15.77,891.7833333333333,-5.3245369764703705
Uttar Pradesh,Hapur,2021-22,1076.17,67,0,365,815.93,216.11,,
Uttar Pradesh,Hapur,2022-23,887.89,71,2,365,573.6800000000001,221.33,1076.17,-17.49537712443202
Uttar Pradesh,Hapur,2023-24,710.71,50,1,366,645.59,58.6,982.03,-27.628483854872044
Uttar Pradesh,Hapur,2024-25,923.0,71,0,365,784.26,42.31,891.59,3.5229197276775164
Uttar Pradesh,Hardoi,2021-22,1136.6,59,1,365,617.55,471.9,,
Uttar Pradesh,Hardoi,2022-23,800.09,66,0,365,495.53,243.93,1136.6,-29.606721801865206
Uttar Pradesh,Hardoi,2023-24,764.21,61,0,366,690.95,61.75,968.345,-21.080813139944958
Uttar Pradesh,Hardoi,2024-25,947.26,72,1,365,901.41,11.45,900.3000000000001,5.21603909807841
Uttar Pradesh,Hathras,2021-22,859.58,64,1,365,674.67,161.1,,
Uttar Pradesh,Hathras,2022-23,780.06,67,1,365,552.15,156.13,859.58,-9.251029572581968
Uttar Pradesh,Hathras,2023-24,659.46,52,0,366,594.34,56.21,819.8199999999999,-19.560391305408494
Uttar Pradesh,Hathras,2024-25,961.4,76,1,365,887.71,31.86,766.3666666666667,25.449088773868034
Uttar Pradesh,Jalaun,2021-22,919.19,68,0,365,736.03,153.76,,
Uttar Pradesh,Jalaun,2022-23,1042.71,76,0,365,853.63,134.36,919.19,13.437918167081886
Uttar Pradesh,Jalaun,2023-24,719.92,63,0,366,620.52,94.53,980.95,-26.609918956113976
Uttar Pradesh,Jalaun,2024-25,1027.09,78,1,365,992.44,14.21,893.94,14.894735664585973
Uttar Pradesh,Jaunpur,2021-22,919.08,76,0,365,764.76,135.93,,
Uttar Pradesh,Jaunpur,2022-23,953.5,77,0,365,715.56,166.69,919.08,3.745049397223306
Uttar Pradesh,Jaunpur,2023-24,725.17,69,0,366,621.25,102.08,936.29,-22.548569353512267
Uttar Pradesh,Jaunpur,2024-25,863.9,82,0,365,816.03,8.64,865.9166666666666,-0.2328938504475009
Uttar Pradesh,Jhansi,2021-22,859.82,66,1,365,704.07,134.01,,
Uttar Pradesh,Jhansi,2022-23,1123.49,81,0,365,967.85,103.17,859.82,30.665720732246278
Uttar Pradesh,Jhansi,2023-24,799.07,72,0,366,709.44,79.96000000000001,991.655,-19.420564611684497
Uttar Pradesh,Jhansi,2024-25,1216.67,82,2,365,1174.5,16.49,927.46,31.183015979125788
Uttar Pradesh,Kannauj,2021-22,1076.61,62,1,365,638.37,400.58,,
Uttar Pradesh,Kannauj,2022-23,892.72,71,1,365,615.74,212.94,1076.61,-17.080465535337762
Uttar Pradesh,Kannauj,2023-24,717.16,62,0,366,637.53,75.47,984.665,-27.167107594968847
Uttar Pradesh,Kannauj,2024-25,866.9,71,0,365,830.74,11.49,895.4966666666666,-3.1933861655915248
Uttar Pradesh,Kanpur Dehat,2021-22,971.56,68,1,365,702.18,242.92,,
Uttar Pradesh,Kanpur Dehat,2022-23,1037.03,68,1,365,776.88,194.18,971.56,6.73864712421261
Uttar Pradesh,Kanpur Dehat,2023-24,692.15,64,0,366,596.09,93.74,1004.295,-31.08100707461453
Uttar Pradesh,Kanpur Dehat,2024-25,836.71,72,0,365,803.6,12.69,900.2466666666666,-7.057695298325628
Uttar Pradesh,Kanpur Nagar,2021-22,971.56,68,1,365,702.18,242.92,,
Uttar Pradesh,Kanpur Nagar,2022-23,1037.03,68,1,365,776.88,194.18,971.56,6.73864712421261
Uttar Pradesh,Kanpur Nagar,2023-24,692.15,64,0,366,596.09,93.74,1004.295,-31.08100707461453
Uttar Pradesh,Kanpur Nagar,2024-25,836.71,72,0,365,803.6,12.69,900.2466666666666,-7.057695298325628
Uttar Pradesh,Kasganj,2021-22,904.18,70,2,365,613.76,254.65,,
Uttar Pradesh,Kasganj,2022-23,830.86,76,2,365,522.7,223.68,904.18,-8.10900484416819
Uttar Pradesh,Kasganj,2023-24,766.09,52,0,366,695.18,62.39,867.52,-11.691949465142008
Uttar Pradesh,Kasganj,2024-25,956.85,73,1,365,869.43,26.95,833.71,14.77012390399539
Uttar Pradesh,Kaushambi,2021-22,829.99,73,0,365,699.93,110.64,,
Uttar Pradesh,Kaushambi,2022-23,956.77,78,0,365,748.64,146.48,829.99,15.274882829913611
Uttar Pradesh,Kaushambi,2023-24,706.86,65,0,366,600.96,101.1,893.38,-20.878013835098162
Uttar Pradesh,Kaushambi,2024-25,902.28,80,0,365,805.65,14.32,831.2066666666666,8.550621185264802
Uttar Pradesh,Kheri,2021-22,1295.82,89,2,365,824.47,387.06,,
Uttar Pradesh,Kheri,2022-23,1065.29,85,0,365,648.1800000000001,335.47,1295.82,-17.79027951413005
Uttar Pradesh,Kheri,2023-24,941.67,85,1,366,860.08,63.65,1180.5549999999998,-20.23497422822316
Uttar Pradesh,Kheri,2024-25,1253.71,83,2,365,1166.98,15.97,1100.9266666666665,13.877703025935748
Uttar Pradesh,Kushinagar,2021-22,1753.59,107,0,365,1395.73,281.31,,
Uttar Pradesh,Kushinagar,2022-23,1162.3,76,1,365,850.44,238.47,1753.59,-33.71882823236903
Uttar Pradesh,Kushinagar,2023-24,1167.89,93,1,366,1008.63,125.52,1457.945,-19.894783410896835
Uttar Pradesh,Kushinagar,2024-25,1545.58,82,5,365,1357.75,14.49,1361.26,13.540396397455295
Uttar Pradesh,Lalitpur,2021-22,940.25,74,1,365,802.54,121.38,,
Uttar Pradesh,Lalitpur,2022-23,1379.59,92,1,365,1195.91,129.64,940.25,46.725870779048115
Uttar Pradesh,Lalitpur,2023-24,886.11,75,0,366,810.58,50.51,1159.92,-23.605938340575218
Uttar Pradesh,Lalitpur,2024-25,1412.13,89,2,365,1346.78,33.33,1068.6499999999999,32.14148692275303
Uttar Pradesh,Lucknow,2021-22,1126.47,73,3,365,756.0,325.15000000000003,,
Uttar Pradesh,Lucknow,2022-23,993.18,75,1,365,661.24,254.34,1126.47,-11.832538815947169
Uttar Pradesh,Lucknow,2023-24,827.7,62,0,366,750.74,73.9,1059.825,-21.90220083504352
Uttar Pradesh,Lucknow,2024-25,957.96,75,0,365,912.2,11.26,982.4499999999999,-2.4927477225303982
Uttar Pradesh,Mahoba,2021-22,918.53,68,0,365,744.63,150.1,,
Uttar Pradesh,Mahoba,2022-23,1059.1,77,0,365,845.27,150.66,918.53,15.30380063797589
Uttar Pradesh,Mahoba,2023-24,747.13,63,0,366,654.84,88.24,988.8149999999999,-24.441882455262103
Uttar Pradesh,Mahoba,2024-25,970.6,86,0,365,878.02,24.73,908.2533333333332,6.864457787107872
Uttar Pradesh,Mahrajganj,2021-22,1753.59,107,0,365,1395.73,281.31,,
Uttar Pradesh,Mahrajganj,2022-23,1162.3,76,1,365,850.44,238.47,1753.59,-33.71882823236903
Uttar Pradesh,Mahrajganj,2023-24,1167.89,93,1,366,1008.63,125.52,1457.945,-19.894783410896835
Uttar Pradesh,Mahrajganj,2024-25,1545.58,82,5,365,1357.75,14.49,1361.26,13.540396397455295
Uttar Pradesh,Mainpuri,2021-22,935.72,67,1,365,591.83,311.81,,
Uttar Pradesh,Mainpuri,2022-23,834.95,71,1,365,596.77,178.60000000000002,935.72,-10.769247210704053
Uttar Pradesh,Mainpuri,2023-24,681.24,61,0,366,600.18,73.83,885.335,-23.052855698690326
Uttar Pradesh,Mainpuri,2024-25,949.43,70,1,365,910.48,13.82,817.3033333333333,16.16617249409644
Uttar Pradesh,Mathura,2021-22,819.76,64,1,365,617.78,176.12,,
Uttar Pradesh,Mathura,2022-23,805.29,67,1,365,566.34,165.11,819.76,-1.7651507758368337
Uttar Pradesh,Mathura,2023-24,728.38,52,0,366,657.08,62.77,812.525,-10.355989046490874
Uttar Pradesh,Mathura,2024-25,970.68,71,1,365,902.48,29.13,784.4766666666666,23.735993847278237
Uttar Pradesh,Mau,2021-22,1038.24,84,0,365,839.21,179.86,,
Uttar Pradesh,Mau,2022-23,760.23,70,0,365,580.73,131.65,1038.24,-26.777045769764214
Uttar Pradesh,Mau,2023-24,669.21,72,0,366,534.22,122.19,899.235,-25.58007639827186
Uttar Pradesh,Mau,2024-25,996.27,73,0,365,926.5,4.68,822.5600000000001,21.118216300330666
Uttar Pradesh,Meerut,2021-22,1106.73,68,1,365,812.39,246.91,,
Uttar Pradesh,Meerut,2022-23,936.84,71,1,365,604.92,247.36,1106.73,-15.350627524328425
Uttar Pradesh,Meerut,2023-24,802.46,53,1,366,728.24,69.17,1021.7850000000001,-21.46488742739422
Uttar Pradesh,Meerut,2024-25,1065.14,80,1,365,923.74,45.47,948.6766666666667,12.276399054121006
Uttar Pradesh,Mirzapur,2021-22,783.5,66,0,365,672.26,80.35,,
Uttar Pradesh,Mirzapur,2022-23,935.13,75,0,365,769.58,120.01,783.5,19.35290363752393
Uttar Pradesh,Mirzapur,2023-24,758.49,65,0,366,626.66,124.25,859.315,-11.733182825855483
Uttar Pradesh,Mirzapur,2024-25,1052.88,77,1,365,984.83,12.31,825.7066666666666,27.512595271928713
Uttar Pradesh,Moradabad,2021-22,1091.79,74,1,365,733.91,310.8,,
Uttar Pradesh,Moradabad,2022-23,967.84,80,1,365,594.98,282.11,1091.79,-11.352915853781399
Uttar Pradesh,Moradabad,2023-24,893.04,59,1,366,811.04,74.23,1029.815,-13.28151172783462
Uttar Pradesh,Moradabad,2024-25,1163.71,80,1,365,1028.39,43.28,984.2233333333334,18.236375890295903
Uttar Pradesh,Muzaffarnagar,2021-22,1267.61,81,2,365,954.27,260.53,,
Uttar Pradesh,Muzaffarnagar,2022-23,1162.93,85,2,365,817.31,250.42,1267.61,-8.258060444458456
Uttar Pradesh,Muzaffarnagar,2023-24,975.82,62,0,366,876.15,91.33,1215.27,-19.703440387732762
Uttar Pradesh,Muzaffarnagar,2024-25,1295.52,96,2,365,1112.33,72.39,1135.4533333333334,14.097159431181666
Uttar Pradesh,Pilibhit,2021-22,1238.96,90,1,365,744.11,434.78,,
Uttar Pradesh,Pilibhit,2022-23,1108.07,86,2,365,650.04,365.76,1238.96,-10.564505714470208
Uttar Pradesh,Pilibhit,2023-24,978.89,79,1,366,888.57,66.81,1173.5149999999999,-16.58479013902676
Uttar Pradesh,Pilibhit,2024-25,1345.94,95,3,365,1214.69,38.86,1108.64,21.404603838937792
Uttar Pradesh,Pratapgarh,2021-22,958.93,76,0,365,800.8100000000001,144.13,,
Uttar Pradesh,Pratapgarh,2022-23,925.23,76,0,365,698.04,158.65,958.93,-3.5143336844190856
Uttar Pradesh,Pratapgarh,2023-24,715.53,72,0,366,604.25,108.44,942.0799999999999,-24.047851562499996
Uttar Pradesh,Pratapgarh,2024-25,933.2,81,0,365,875.39,6.890000000000001,866.5633333333334,7.689763010205061
Uttar Pradesh,Prayagraj,2021-22,860.73,66,0,365,739.03,107.46,,
Uttar Pradesh,Prayagraj,2022-23,905.43,76,0,365,713.54,131.37,860.73,5.193266181032372
Uttar Pradesh,Prayagraj,2023-24,705.08,63,0,366,571.96,129.34,883.0799999999999,-20.15672419259862
Uttar Pradesh,Prayagraj,2024-25,940.39,83,0,365,891.67,8.99,823.7466666666666,14.160097764684949
Uttar Pradesh,Rae Bareli,2021-22,1041.38,80,1,365,828.0,180.42,,
Uttar Pradesh,Rae Bareli,2022-23,1034.43,77,2,365,729.64,226.09,1041.38,-0.6673836639843328
Uttar Pradesh,Rae Bareli,2023-24,835.76,61,0,366,748.85,84.29,1037.9050000000002,-19.476252643546392
Uttar Pradesh,Rae Bareli,2024-25,944.02,79,0,365,886.23,9.71,970.5233333333334,-2.7308290716005565
Uttar Pradesh,Rampur,2021-22,1187.93,86,1,365,688.32,447.09,,
Uttar Pradesh,Rampur,2022-23,1112.7,82,1,365,651.49,353.62,1187.93,-6.3328647310868496
Uttar Pradesh,Rampur,2023-24,1022.78,69,1,366,925.26,80.21,1150.315,-11.086963136184442
Uttar Pradesh,Rampur,2024-25,1359.38,94,3,365,1200.5,54.54,1107.8033333333333,22.70950619995729
Uttar Pradesh,Saharanpur,2021-22,1466.25,98,1,365,1132.21,271.56,,
Uttar Pradesh,Saharanpur,2022-23,1542.93,104,1,365,1171.78,237.36,1466.25,5.229667519181589
Uttar Pradesh,Saharanpur,2023-24,1252.67,80,2,366,1106.63,127.12,1504.5900000000001,-16.743431765464347
Uttar Pradesh,Saharanpur,2024-25,1556.73,116,2,365,1296.92,120.48,1420.6166666666668,9.581285122657993
Uttar Pradesh,Sambhal,2021-22,987.85,76,2,365,668.73,277.49,,
Uttar Pradesh,Sambhal,2022-23,881.36,75,1,365,531.25,259.82,987.85,-10.779976717112923
Uttar Pradesh,Sambhal,2023-24,806.85,59,1,366,735.39,63.93,934.605,-13.669411141605275
Uttar Pradesh,Sambhal,2024-25,1019.86,78,1,365,912.3,29.85,892.02,14.331517230555372
Uttar Pradesh,Sant Kabir Nagar,2021-22,1522.57,96,1,365,1213.27,253.98,,
Uttar Pradesh,Sant Kabir Nagar,2022-23,1125.97,76,1,365,785.73,266.14,1522.57,-26.0480634716302
Uttar Pradesh,Sant Kabir Nagar,2023-24,1043.93,79,0,366,919.89,104.7,1324.27,-21.16939898963202
Uttar Pradesh,Sant Kabir Nagar,2024-25,1559.12,83,4,365,1410.56,6.8,1230.8233333333335,26.672931669045358
Uttar Pradesh,Shahjahanpur,2021-22,1172.5,72,2,365,689.73,430.55,,
Uttar Pradesh,Shahjahanpur,2022-23,891.25,67,1,365,515.13,303.47,1172.5,-23.98720682302772
Uttar Pradesh,Shahjahanpur,2023-24,852.06,70,0,366,773.83,58.92,1031.875,-17.426044821320417
Uttar Pradesh,Shahjahanpur,2024-25,1129.67,72,1,365,1053.71,18.4,971.9366666666666,16.228766620596005
Uttar Pradesh,Shamli,2021-22,1267.61,81,2,365,954.27,260.53,,
Uttar Pradesh,Shamli,2022-23,1162.93,85,2,365,817.31,250.42,1267.61,-8.258060444458456
Uttar Pradesh,Shamli,2023-24,975.82,62,0,366,876.15,91.33,1215.27,-19.703440387732762
Uttar Pradesh,Shamli,2024-25,1295.52,96,2,365,1112.33,72.39,1135.4533333333334,14.097159431181666
Uttar Pradesh,Shrawasti,2021-22,1615.69,110,2,365,1261.9,260.11,,
Uttar Pradesh,Shrawasti,2022-23,1294.03,86,3,365,862.84,331.26,1615.69,-19.90852205559235
Uttar Pradesh,Shrawasti,2023-24,1141.14,91,0,366,1008.96,104.56,1454.8600000000001,-21.563586874338426
Uttar Pradesh,Shrawasti,2024-25,1220.8,52,4,184,1214.76,6.04,1350.2866666666666,-9.589568634808412
Uttar Pradesh,Siddharthnagar,2021-22,1830.83,110,2,365,1444.97,285.87,,
Uttar Pradesh,Siddharthnagar,2022-23,1376.17,84,4,365,953.03,323.4,1830.83,-24.83354544113871
Uttar Pradesh,Siddharthnagar,2023-24,1252.42,96,0,366,1087.9,126.81,1603.5,-21.894605550358587
Uttar Pradesh,Siddharthnagar,2024-25,1875.46,87,6,365,1670.75,18.14,1486.4733333333334,26.168425490310398
Uttar Pradesh,Sitapur,2021-22,1216.18,79,1,365,756.17,396.45,,
Uttar Pradesh,Sitapur,2022-23,950.05,71,0,365,583.83,292.38,1216.18,-21.882451610781306
Uttar Pradesh,Sitapur,2023-24,843.27,71,1,366,770.11,65.15,1083.115,-22.144001329498717
Uttar Pradesh,Sitapur,2024-25,1103.51,78,1,365,1050.58,8.88,1003.1666666666666,10.002658248878554
Uttar Pradesh,Sonbhadra,2021-22,824.43,67,0,365,708.7,86.8,,
Uttar Pradesh,Sonbhadra,2022-23,882.15,76,0,365,740.93,105.17,824.43,7.0012008296641355
Uttar Pradesh,Sonbhadra,2023-24,745.98,68,0,366,564.81,171.19,853.29,-12.576029251485421
Uttar Pradesh,Sonbhadra,2024-25,1161.54,83,0,365,1096.65,15.72,817.52,42.080927683726394
Uttar Pradesh,Sultanpur,2021-22,1077.82,88,1,365,866.86,178.26,,
Uttar Pradesh,Sultanpur,2022-23,1009.66,74,1,365,711.31,220.42,1077.82,-6.32387597186914
Uttar Pradesh,Sultanpur,2023-24,866.36,69,1,366,773.27,89.39999999999999,1043.74,-16.994653840994882
Uttar Pradesh,Sultanpur,2024-25,1058.02,76,1,365,993.94,6.989999999999999,984.6133333333333,7.455380115375237
Uttar Pradesh,Unnao,2021-22,1006.03,67,2,365,764.71,212.95,,
Uttar Pradesh,Unnao,2022-23,1073.51,71,1,365,772.36,224.27,1006.03,6.70755345268034
Uttar Pradesh,Unnao,2023-24,755.61,55,0,366,668.16,85.84,1039.77,-27.329120863267836
Uttar Pradesh,Unnao,2024-25,804.49,74,0,365,760.1800000000001,13.36,945.0500000000001,-14.873287127665208
Uttar Pradesh,Varanasi,2021-22,889.4399999999999,70,0,365,760.0,118.32,,
Uttar Pradesh,Varanasi,2022-23,855.6,70,0,365,674.8199999999999,122.69,889.4399999999999,-3.8046411225040386
Uttar Pradesh,Varanasi,2023-24,674.73,65,0,366,524.33,145.02,872.52,-22.66882134506945
Uttar Pradesh,Varanasi,2024-25,968.52,78,0,365,926.38,7.729999999999999,806.59,20.07587497985345
