State,District,Crop,Year,Area,Production,Yield,Year_Order,Years_ Available,Complete_4_year_history,Previous_Yield,Previous_yield_percentage,Previous_area,Previous_Area_Percentage,Previous_Production,Production_Change_Pct,History_avg_yield,Yield_Deviation_Pct
Punjab,Ludhiana,Rice,2021-22,2.59,12.46,4816.0,2021,4,True,,,,,,,,
Punjab,Ludhiana,Rice,2022-23,2.59,12.36,4776.0,2022,4,True,4816.0,-0.8305647840531563,2.59,0.0,12.46,-0.8025682182985667,4816.0,-0.8305647840531563
Punjab,Ludhiana,Rice,2023-24,2.59,13.14,5076.0,2023,4,True,4776.0,6.281407035175879,2.59,0.0,12.36,6.310679611650495,4796.0,5.838198498748957
Punjab,Ludhiana,Rice,2024-25,2.58,12.42,4812.0,2024,4,True,5076.0,-5.200945626477541,2.59,-0.3861003861003779,13.14,-5.479452054794525,4889.333333333333,-1.5816743932369723
Punjab,Ludhiana,Wheat,2021-22,2.44,10.44,4275.0,2021,4,True,,,,,,,,
Punjab,Ludhiana,Wheat,2022-23,2.45,11.23,4591.0,2022,4,True,4275.0,7.391812865497076,2.44,0.40983606557377994,10.44,7.567049808429129,4275.0,7.391812865497076
Punjab,Ludhiana,Wheat,2023-24,2.44,12.18,4999.0,2023,4,True,4591.0,8.886952733609235,2.45,-0.40816326530613184,11.23,8.459483526268915,4433.0,12.767877284006316
Punjab,Ludhiana,Wheat,2024-25,2.4,12.33,5132.0,2024,4,True,4999.0,2.660532106421284,2.44,-1.6393442622950833,12.18,1.231527093596062,4621.666666666667,11.042192571222495
Punjab,Malerkotla,Maize,2021-22,0.0,0.0,4000.0,2021,4,True,,,,,,,,
Punjab,Malerkotla,Maize,2022-23,0.0,0.01,4500.0,2022,4,True,4000.0,12.5,0.0,,0.0,,4000.0,12.5
Punjab,Malerkotla,Maize,2023-24,0.0,0.01,3827.0,2023,4,True,4500.0,-14.955555555555556,0.0,,0.01,0.0,4250.0,-9.952941176470588
Punjab,Malerkotla,Maize,2024-25,0.0,0.01,4250.0,2024,4,True,3827.0,11.053044159916384,0.0,,0.01,0.0,4109.0,3.4314918471647604
Punjab,Malerkotla,Rice,2021-22,0.53,2.79,5254.0,2021,4,True,,,,,,,,
Punjab,Malerkotla,Rice,2022-23,0.53,2.77,5236.0,2022,4,True,5254.0,-0.34259611724400457,0.53,0.0,2.79,-0.7168458781362014,5254.0,-0.34259611724400457
Punjab,Malerkotla,Rice,2023-24,0.53,2.98,5642.0,2023,4,True,5236.0,7.754010695187167,0.53,0.0,2.77,7.581227436823103,5245.0,7.569113441372736
Punjab,Malerkotla,Rice,2024-25,0.53,2.83,5328.0,2024,4,True,5642.0,-5.565402339595888,0.53,0.0,2.98,-5.033557046979863,5377.333333333333,-0.917431192660545
Punjab,Malerkotla,Wheat,2021-22,0.52,2.27,4332.0,2021,4,True,,,,,,,,
Punjab,Malerkotla,Wheat,2022-23,0.52,2.59,4962.0,2022,4,True,4332.0,14.542936288088642,0.52,0.0,2.27,14.096916299559464,4332.0,14.542936288088642
Punjab,Malerkotla,Wheat,2023-24,0.52,2.85,5485.0,2023,4,True,4962.0,10.540104796453043,0.52,0.0,2.59,10.038610038610047,4647.0,18.033139659995694
Punjab,Malerkotla,Wheat,2024-25,0.52,2.84,5439.0,2024,4,True,5485.0,-0.8386508659981768,0.52,0.0,2.85,-0.3508771929824642,4926.333333333333,10.406658095946957
Punjab,Mansa,Maize,2021-22,0.0,0.0,4000.0,2021,4,True,,,,,,,,
Punjab,Mansa,Maize,2022-23,0.0,0.0,4000.0,2022,4,True,4000.0,0.0,0.0,,0.0,,4000.0,0.0
Punjab,Mansa,Maize,2023-24,0.0,0.0,3827.0,2023,4,True,4000.0,-4.324999999999999,0.0,,0.0,,4000.0,-4.324999999999999
Punjab,Mansa,Maize,2024-25,0.0,0.0,4200.0,2024,4,True,3827.0,9.746537758035014,0.0,,0.0,,3942.3333333333335,6.5358924494799995
Punjab,Mansa,Rice,2021-22,1.23,5.61,4572.0,2021,4,True,,,,,,,,
Punjab,Mansa,Rice,2022-23,1.26,5.93,4695.0,2022,4,True,4572.0,2.690288713910761,1.23,2.4390243902439046,5.61,5.704099821746869,4572.0,2.690288713910761
Punjab,Mansa,Rice,2023-24,1.34,6.16,4608.0,2023,4,True,4695.0,-1.853035143769968,1.26,6.349206349206354,5.93,3.8785834738617275,4633.5,-0.5503399158303658
Punjab,Mansa,Rice,2024-25,1.44,6.38,4434.0,2024,4,True,4608.0,-3.7760416666666665,1.34,7.462686567164169,6.16,3.571428571428567,4625.0,-4.129729729729729
Punjab,Mansa,Wheat,2021-22,1.73,7.68,4452.0,2021,4,True,,,,,,,,
Punjab,Mansa,Wheat,2022-23,1.71,8.54,5001.0,2022,4,True,4452.0,12.331536388140162,1.73,-1.1560693641618507,7.68,11.19791666666666,4452.0,12.331536388140162
Punjab,Mansa,Wheat,2023-24,1.73,9.57,5537.0,2023,4,True,5001.0,10.717856428714258,1.71,1.1695906432748548,8.54,12.060889929742403,4726.5,17.147995345392996
Punjab,Mansa,Wheat,2024-25,1.72,9.08,5276.0,2024,4,True,5537.0,-4.713743904641503,1.73,-0.5780346820809253,9.57,-5.120167189132709,4996.666666666667,5.590393595730481
Punjab,Moga,Maize,2021-22,0.0,0.02,5000.0,2021,4,True,,,,,,,,
Punjab,Moga,Maize,2022-23,0.0,0.01,5500.0,2022,4,True,5000.0,10.0,0.0,,0.02,-50.0,5000.0,10.0
Punjab,Moga,Maize,2023-24,0.0,0.01,3827.0,2023,4,True,5500.0,-30.418181818181818,0.0,,0.01,0.0,5250.0,-27.104761904761904
Punjab,Moga,Maize,2024-25,0.0,0.01,4250.0,2024,4,True,3827.0,11.053044159916384,0.0,,0.01,0.0,4775.666666666667,-11.007189223145117
Punjab,Moga,Rice,2021-22,1.82,8.61,4739.0,2021,4,True,,,,,,,,
Punjab,Moga,Rice,2022-23,1.83,9.27,5060.0,2022,4,True,4739.0,6.773580924245621,1.82,0.5494505494505499,8.61,7.665505226480838,4739.0,6.773580924245621
Punjab,Moga,Rice,2023-24,1.83,9.46,5163.0,2023,4,True,5060.0,2.0355731225296445,1.83,0.0,9.27,2.0496224379719665,4899.5,5.3780998061026635
Punjab,Moga,Rice,2024-25,1.85,8.72,4721.0,2024,4,True,5163.0,-8.560914197172186,1.83,1.0928961748633887,9.46,-7.822410147991545,4987.333333333333,-5.340195161074717
Punjab,Moga,Wheat,2021-22,1.78,7.78,4373.0,2021,4,True,,,,,,,,
Punjab,Moga,Wheat,2022-23,1.78,8.46,4752.0,2022,4,True,4373.0,8.66681911731077,1.78,0.0,7.78,8.740359897172244,4373.0,8.66681911731077
Punjab,Moga,Wheat,2023-24,1.78,9.54,5370.0,2023,4,True,4752.0,13.005050505050505,1.78,0.0,8.46,12.76595744680849,4562.5,17.698630136986303
Punjab,Moga,Wheat,2024-25,1.76,9.44,5360.0,2024,4,True,5370.0,-0.186219739292365,1.78,-1.1235955056179785,9.54,-1.0482180293501013,4831.666666666667,10.934805105208685
Punjab,Pathankot,Maize,2021-22,0.06,0.24,4034.0,2021,4,True,,,,,,,,
Punjab,Pathankot,Maize,2022-23,0.07,0.19,2714.0,2022,4,True,4034.0,-32.72186415468518,0.06,16.666666666666682,0.24,-20.83333333333333,4034.0,-32.72186415468518
Punjab,Pathankot,Maize,2023-24,0.07,0.22,3199.0,2023,4,True,2714.0,17.87030213706706,0.07,0.0,0.19,15.789473684210526,3374.0,-5.186721991701245
Punjab,Pathankot,Maize,2024-25,0.06,0.2,3313.0,2024,4,True,3199.0,3.5636136292591436,0.07,-14.285714285714295,0.22,-9.090909090909086,3315.6666666666665,-0.08042625917361562
Punjab,Pathankot,Rice,2021-22,0.28,0.97,3514.0,2021,4,True,,,,,,,,
Punjab,Pathankot,Rice,2022-23,0.3,0.82,2724.0,2022,4,True,3514.0,-22.481502561183834,0.28,7.142857142857128,0.97,-15.4639175257732,3514.0,-22.481502561183834
Punjab,Pathankot,Rice,2023-24,0.3,1.19,3952.0,2023,4,True,2724.0,45.08076358296623,0.3,0.0,0.82,45.1219512195122,3119.0,26.70727797370952
Punjab,Pathankot,Rice,2024-25,0.27,1.0,3648.0,2024,4,True,3952.0,-7.6923076923076925,0.3,-9.999999999999991,1.19,-15.966386554621845,3396.6666666666665,7.3994111874386705
Punjab,Pathankot,Wheat,2021-22,0.39,1.44,3655.0,2021,4,True,,,,,,,,
Punjab,Pathankot,Wheat,2022-23,0.4,1.6,3998.0,2022,4,True,3655.0,9.384404924760602,0.39,2.5641025641025665,1.44,11.111111111111121,3655.0,9.384404924760602
Punjab,Pathankot,Wheat,2023-24,0.41,1.62,3993.0,2023,4,True,3998.0,-0.12506253126563283,0.4,2.4999999999999885,1.6,1.250000000000001,3826.5,4.351234809878479
Punjab,Pathankot,Wheat,2024-25,0.4,1.68,4184.0,2024,4,True,3993.0,4.783370899073378,0.41,-2.4390243902438913,1.62,3.703703703703693,3882.0,7.779495105615662
Punjab,Patiala,Maize,2022-23,0.01,0.02,2714.0,2022,3,False,,,,,,,,
Punjab,Patiala,Maize,2023-24,0.01,0.02,2746.0,2023,3,False,2714.0,1.1790714812085483,0.01,0.0,0.02,0.0,2714.0,1.1790714812085483
Punjab,Patiala,Maize,2024-25,0.01,0.04,5029.0,2024,3,False,2746.0,83.13911143481427,0.01,0.0,0.02,100.0,2730.0,84.21245421245422
Punjab,Patiala,Rice,2021-22,2.34,10.08,4313.0,2021,4,True,,,,,,,,
Punjab,Patiala,Rice,2022-23,2.34,9.66,4135.0,2022,4,True,4313.0,-4.1270577324368185,2.34,0.0,10.08,-4.166666666666666,4313.0,-4.1270577324368185
Punjab,Patiala,Rice,2023-24,2.34,10.54,4514.0,2023,4,True,4135.0,9.16565900846433,2.34,0.0,9.66,9.109730848861274,4224.0,6.865530303030303
Punjab,Patiala,Rice,2024-25,2.33,10.45,4483.0,2024,4,True,4514.0,-0.6867523260965884,2.34,-0.4273504273504183,10.54,-0.8538899430740025,4320.666666666667,3.7571362444067202
Punjab,Patiala,Wheat,2021-22,2.34,9.07,3884.0,2021,4,True,,,,,,,,
Punjab,Patiala,Wheat,2022-23,2.33,11.45,4908.0,2022,4,True,3884.0,26.364572605561275,2.34,-0.4273504273504183,9.07,26.240352811466362,3884.0,26.364572605561275
Punjab,Patiala,Wheat,2023-24,2.33,11.54,4957.0,2023,4,True,4908.0,0.9983700081499591,2.33,0.0,11.45,0.7860262008733613,4396.0,12.76160145586897
Punjab,Patiala,Wheat,2024-25,2.31,11.65,5038.0,2024,4,True,4957.0,1.6340528545491224,2.33,-0.858369098712447,11.54,0.9532062391681214,4583.0,9.92799476325551
Punjab,Rupnagar,Maize,2021-22,0.07,0.29,4056.0,2021,4,True,,,,,,,,
Punjab,Rupnagar,Maize,2022-23,0.21,0.82,3980.0,2022,4,True,4056.0,-1.8737672583826428,0.07,199.99999999999994,0.29,182.7586206896552,4056.0,-1.8737672583826428
Punjab,Rupnagar,Maize,2023-24,0.2,0.83,4066.0,2023,4,True,3980.0,2.1608040201005023,0.21,-4.761904761904753,0.82,1.2195121951219523,4018.0,1.1946241911398707
Punjab,Rupnagar,Maize,2024-25,0.2,1.12,5534.0,2024,4,True,4066.0,36.104279390063944,0.2,0.0,0.83,34.93975903614459,4034.0,37.18393653941497
Punjab,Rupnagar,Rice,2021-22,0.4,1.69,4214.0,2021,4,True,,,,,,,,
Punjab,Rupnagar,Rice,2022-23,0.41,1.49,3652.0,2022,4,True,4214.0,-13.336497389653537,0.4,2.4999999999999885,1.69,-11.834319526627217,4214.0,-13.336497389653537
Punjab,Rupnagar,Rice,2023-24,0.41,1.69,4143.0,2023,4,True,3652.0,13.444687842278203,0.41,0.0,1.49,13.422818791946305,3933.0,5.339435545385203
Punjab,Rupnagar,Rice,2024-25,0.42,1.71,4108.0,2024,4,True,4143.0,-0.8447984552256819,0.41,2.4390243902439046,1.69,1.1834319526627228,4003.0,2.623032725455908
Punjab,Rupnagar,Wheat,2021-22,0.69,2.48,3615.0,2021,4,True,,,,,,,,
Punjab,Rupnagar,Wheat,2022-23,0.68,3.06,4511.0,2022,4,True,3615.0,24.785615491009683,0.69,-1.449275362318826,2.48,23.38709677419355,3615.0,24.785615491009683
Punjab,Rupnagar,Wheat,2023-24,0.67,3.2,4759.0,2023,4,True,4511.0,5.497672356461982,0.68,-1.4705882352941189,3.06,4.575163398692815,4063.0,17.13019936007876
Punjab,Rupnagar,Wheat,2024-25,0.67,3.12,4630.0,2024,4,True,4759.0,-2.710653498634167,0.67,0.0,3.2,-2.500000000000002,4295.0,7.799767171129219
Punjab,S.A.S Nagar,Maize,2021-22,0.01,0.02,3000.0,2021,4,True,,,,,,,,
Punjab,S.A.S Nagar,Maize,2022-23,0.03,0.1,2912.0,2022,4,True,3000.0,-2.933333333333333,0.01,199.99999999999994,0.02,400.0,3000.0,-2.933333333333333
Punjab,S.A.S Nagar,Maize,2023-24,0.05,0.16,3531.0,2023,4,True,2912.0,21.25686813186813,0.03,66.66666666666669,0.1,60.0,2956.0,19.451962110960757
Punjab,S.A.S Nagar,Maize,2024-25,0.05,0.2,4551.0,2024,4,True,3531.0,28.88700084961767,0.05,0.0,0.16,25.000000000000007,3147.6666666666665,44.58328920893784
Punjab,S.A.S Nagar,Rice,2021-22,0.32,1.13,3509.0,2021,4,True,,,,,,,,
Punjab,S.A.S Nagar,Rice,2022-23,0.42,1.27,3024.0,2022,4,True,3509.0,-13.821601595896265,0.32,31.249999999999993,1.13,12.389380530973463,3509.0,-13.821601595896265
Punjab,S.A.S Nagar,Rice,2023-24,0.34,1.35,4030.0,2023,4,True,3024.0,33.267195767195766,0.42,-19.047619047619037,1.27,6.2992125984252025,3266.5,23.373641512322056
Punjab,S.A.S Nagar,Rice,2024-25,0.33,1.27,3884.0,2024,4,True,4030.0,-3.6228287841191067,0.34,-2.9411764705882377,1.35,-5.925925925925931,3521.0,10.309571144561204
Punjab,S.A.S Nagar,Wheat,2021-22,0.5,1.86,3713.0,2021,4,True,,,,,,,,
Punjab,S.A.S Nagar,Wheat,2022-23,0.53,2.17,4094.0,2022,4,True,3713.0,10.26124427686507,0.5,6.000000000000005,1.86,16.666666666666657,3713.0,10.26124427686507
Punjab,S.A.S Nagar,Wheat,2023-24,0.52,2.21,4242.0,2023,4,True,4094.0,3.6150464093795796,0.53,-1.8867924528301903,2.17,1.8433179723502322,3903.5,8.671704880235685
Punjab,S.A.S Nagar,Wheat,2024-25,0.52,2.41,4680.0,2024,4,True,4242.0,10.325318246110324,0.52,0.0,2.21,9.049773755656117,4016.3333333333335,16.5241928790771
Punjab,Sangrur,Maize,2021-22,0.0,0.01,4000.0,2021,4,True,,,,,,,,
Punjab,Sangrur,Maize,2022-23,0.0,0.0,4000.0,2022,4,True,4000.0,0.0,0.0,,0.01,-100.0,4000.0,0.0
Punjab,Sangrur,Maize,2023-24,0.0,0.01,3827.0,2023,4,True,4000.0,-4.324999999999999,0.0,,0.0,,4000.0,-4.324999999999999
Punjab,Sangrur,Maize,2024-25,0.0,0.0,4200.0,2024,4,True,3827.0,9.746537758035014,0.0,,0.01,-100.0,3942.3333333333335,6.5358924494799995
Punjab,Sangrur,Rice,2021-22,2.39,11.95,5006.0,2021,4,True,,,,,,,,
Punjab,Sangrur,Rice,2022-23,2.39,12.31,5157.0,2022,4,True,5006.0,3.016380343587695,2.39,0.0,11.95,3.0125523012552406,5006.0,3.016380343587695
Punjab,Sangrur,Rice,2023-24,2.39,12.35,5177.0,2023,4,True,5157.0,0.3878223773511732,2.39,0.0,12.31,0.32493907392363236,5081.5,1.8793663288399094
Punjab,Sangrur,Rice,2024-25,2.41,11.69,4853.0,2024,4,True,5177.0,-6.258450840254974,2.39,0.836820083682009,12.35,-5.344129554655871,5113.333333333333,-5.091264667535849
Punjab,Sangrur,Wheat,2021-22,2.39,9.89,4142.0,2021,4,True,,,,,,,,
Punjab,Sangrur,Wheat,2022-23,2.39,12.58,5269.0,2022,4,True,4142.0,27.209077740222114,2.39,0.0,9.89,27.19919110212335,4142.0,27.209077740222114
Punjab,Sangrur,Wheat,2023-24,2.39,13.23,5529.0,2023,4,True,5269.0,4.9345226798253945,2.39,0.0,12.58,5.166931637519875,4705.5,17.500796939751353
Punjab,Sangrur,Wheat,2024-25,2.4,13.25,5519.0,2024,4,True,5529.0,-0.18086453246518358,2.39,0.41841004184099523,13.23,0.15117157974300507,4980.0,10.823293172690764
Punjab,Shahid Bhagat Singh Nagar,Maize,2021-22,0.21,0.68,3159.0,2021,4,True,,,,,,,,
Punjab,Shahid Bhagat Singh Nagar,Maize,2022-23,0.07,0.36,5600.0,2022,4,True,3159.0,77.27128838239949,0.21,-66.66666666666666,0.68,-47.05882352941177,3159.0,77.27128838239949
Punjab,Shahid Bhagat Singh Nagar,Maize,2023-24,0.07,0.3,4677.0,2023,4,True,5600.0,-16.482142857142858,0.07,0.0,0.36,-16.666666666666664,4379.5,6.793012901016097
Punjab,Shahid Bhagat Singh Nagar,Maize,2024-25,0.05,0.26,4819.0,2024,4,True,4677.0,3.036134274107334,0.07,-28.571428571428577,0.3,-13.333333333333327,4478.666666666667,7.598987793986297
Punjab,Shahid Bhagat Singh Nagar,Rice,2021-22,0.61,2.75,4516.0,2021,4,True,,,,,,,,
Punjab,Shahid Bhagat Singh Nagar,Rice,2022-23,0.63,2.24,3556.0,2022,4,True,4516.0,-21.257750221434897,0.61,3.2786885245901667,2.75,-18.545454545454536,4516.0,-21.257750221434897
Punjab,Shahid Bhagat Singh Nagar,Rice,2023-24,0.63,2.92,4622.0,2023,4,True,3556.0,29.977502812148483,0.63,0.0,2.24,30.357142857142843,4036.0,14.519326065411297
Punjab,Shahid Bhagat Singh Nagar,Rice,2024-25,0.63,2.87,4538.0,2024,4,True,4622.0,-1.8173950670705323,0.63,0.0,2.92,-1.7123287671232816,4231.333333333333,7.247518512683166
Punjab,Shahid Bhagat Singh Nagar,Wheat,2021-22,0.77,2.99,3868.0,2021,4,True,,,,,,,,
Punjab,Shahid Bhagat Singh Nagar,Wheat,2022-23,0.78,3.86,4946.0,2022,4,True,3868.0,27.869700103412615,0.77,1.2987012987012998,2.99,29.09698996655517,3868.0,27.869700103412615
Punjab,Shahid Bhagat Singh Nagar,Wheat,2023-24,0.78,3.7,4756.0,2023,4,True,4946.0,-3.841488071168621,0.78,0.0,3.86,-4.145077720207246,4407.0,7.919219423644202
Punjab,Shahid Bhagat Singh Nagar,Wheat,2024-25,0.78,3.9,5019.0,2024,4,True,4756.0,5.529857022708158,0.78,0.0,3.7,5.405405405405398,4523.333333333333,10.957995578481954
Punjab,Sri Muktsar Sahib,Maize,2021-22,0.08,0.41,5338.0,2021,2,False,,,,,,,,
Punjab,Sri Muktsar Sahib,Maize,2022-23,0.0,0.01,4500.0,2022,2,False,5338.0,-15.698763581865869,0.08,-100.0,0.41,-97.5609756097561,5338.0,-15.698763581865869
Punjab,Sri Muktsar Sahib,Rice,2021-22,1.83,7.66,4177.0,2021,4,True,,,,,,,,
Punjab,Sri Muktsar Sahib,Rice,2022-23,1.83,7.54,4120.0,2022,4,True,4177.0,-1.364615752932727,1.83,0.0,7.66,-1.5665796344647531,4177.0,-1.364615752932727
Punjab,Sri Muktsar Sahib,Rice,2023-24,1.88,7.64,4075.0,2023,4,True,4120.0,-1.0922330097087378,1.83,2.73224043715846,7.54,1.3262599469495973,4148.5,-1.771724719778233
Punjab,Sri Muktsar Sahib,Rice,2024-25,2.02,8.41,4173.0,2024,4,True,4075.0,2.4049079754601226,1.88,7.446808510638305,7.64,10.07853403141362,4124.0,1.1881668283220175
Punjab,Sri Muktsar Sahib,Wheat,2021-22,2.19,9.92,4526.0,2021,4,True,,,,,,,,
Punjab,Sri Muktsar Sahib,Wheat,2022-23,2.17,10.19,4694.0,2022,4,True,4526.0,3.7118868758285464,2.19,-0.9132420091324209,9.92,2.721774193548383,4526.0,3.7118868758285464
Punjab,Sri Muktsar Sahib,Wheat,2023-24,2.17,11.8,5444.0,2023,4,True,4694.0,15.977844056242011,2.17,0.0,10.19,15.799803729146234,4610.0,18.09110629067245
Punjab,Sri Muktsar Sahib,Wheat,2024-25,2.18,11.71,5379.0,2024,4,True,5444.0,-1.1939750183688465,2.17,0.46082949308756826,11.8,-0.7627118644067784,4888.0,10.045008183306056
Punjab,Tarn Taran,Maize,2021-22,0.0,0.01,4000.0,2021,4,True,,,,,,,,
Punjab,Tarn Taran,Maize,2022-23,0.0,0.01,4333.0,2022,4,True,4000.0,8.325000000000001,0.0,,0.01,0.0,4000.0,8.325000000000001
Punjab,Tarn Taran,Maize,2023-24,0.0,0.01,3827.0,2023,4,True,4333.0,-11.677821370874684,0.0,,0.01,0.0,4166.5,-8.148325933037322
Punjab,Tarn Taran,Maize,2024-25,0.0,0.0,4200.0,2024,4,True,3827.0,9.746537758035014,0.0,,0.01,-100.0,4053.3333333333335,3.6184210526315748
Punjab,Tarn Taran,Rice,2021-22,1.82,7.24,3978.0,2021,4,True,,,,,,,,
Punjab,Tarn Taran,Rice,2022-23,1.82,7.64,4189.0,2022,4,True,3978.0,5.304172951231775,1.82,0.0,7.24,5.524861878453031,3978.0,5.304172951231775
Punjab,Tarn Taran,Rice,2023-24,1.75,7.43,4247.0,2023,4,True,4189.0,1.3845786583910242,1.82,-3.8461538461538494,7.64,-2.7486910994764395,4083.5,4.003918207420106
Punjab,Tarn Taran,Rice,2024-25,1.85,7.93,4280.0,2024,4,True,4247.0,0.7770190722863198,1.75,5.71428571428572,7.43,6.7294751009421265,4138.0,3.4316094731754467
Punjab,Tarn Taran,Wheat,2021-22,1.86,7.96,4291.0,2021,4,True,,,,,,,,
Punjab,Tarn Taran,Wheat,2022-23,1.9,8.86,4670.0,2022,4,True,4291.0,8.832439990678163,1.86,2.150537634408592,7.96,11.306532663316576,4291.0,8.832439990678163
Punjab,Tarn Taran,Wheat,2023-24,1.93,9.61,4992.0,2023,4,True,4670.0,6.895074946466809,1.9,1.578947368421054,8.86,8.465011286681715,4480.5,11.416136591898224
Punjab,Tarn Taran,Wheat,2024-25,1.93,9.59,4973.0,2024,4,True,4992.0,-0.38060897435897434,1.93,0.0,9.61,-0.20811654526534418,4651.0,6.923242313480972
Uttar Pradesh,Agra,Maize,2021-22,0.0,0.01,2900.0,2021,4,True,,,,,,,,
Uttar Pradesh,Agra,Maize,2022-23,0.01,0.02,2800.0,2022,4,True,2900.0,-3.4482758620689653,0.0,,0.01,100.0,2900.0,-3.4482758620689653
Uttar Pradesh,Agra,Maize,2023-24,0.05,0.15,3189.0,2023,4,True,2800.0,13.892857142857142,0.01,400.0,0.02,650.0,2850.0,11.894736842105264
Uttar Pradesh,Agra,Maize,2024-25,0.01,0.05,3483.0,2024,4,True,3189.0,9.219190968955786,0.05,-80.0,0.15,-66.66666666666666,2963.0,17.549780627742155
Uttar Pradesh,Agra,Rice,2021-22,0.05,0.13,2561.0,2021,4,True,,,,,,,,
Uttar Pradesh,Agra,Rice,2022-23,0.07,0.18,2688.0,2022,4,True,2561.0,4.959000390472472,0.05,40.00000000000001,0.13,38.46153846153845,2561.0,4.959000390472472
Uttar Pradesh,Agra,Rice,2023-24,0.06,0.14,2616.0,2023,4,True,2688.0,-2.6785714285714284,0.07,-14.285714285714295,0.18,-22.222222222222214,2624.5,-0.32387121356448845
Uttar Pradesh,Agra,Rice,2024-25,0.17,0.47,2729.0,2024,4,True,2616.0,4.319571865443425,0.06,183.33333333333337,0.14,235.71428571428567,2621.6666666666665,4.094087730451372
Uttar Pradesh,Agra,Wheat,2021-22,1.42,5.73,4050.0,2021,4,True,,,,,,,,
Uttar Pradesh,Agra,Wheat,2022-23,1.31,5.53,4222.0,2022,4,True,4050.0,4.246913580246914,1.42,-7.746478873239428,5.73,-3.490401396160561,4050.0,4.246913580246914
Uttar Pradesh,Agra,Wheat,2023-24,1.21,5.1,4229.0,2023,4,True,4222.0,0.16579819990525818,1.31,-7.633587786259549,5.53,-7.775768535262216,4136.0,2.248549323017408
Uttar Pradesh,Agra,Wheat,2024-25,1.25,5.22,4165.0,2024,4,True,4229.0,-1.5133601324190116,1.21,3.305785123966945,5.1,2.3529411764705905,4167.0,-0.04799616030717543
Uttar Pradesh,Aligarh,Maize,2021-22,0.21,0.53,2452.0,2021,4,True,,,,,,,,
Uttar Pradesh,Aligarh,Maize,2022-23,0.23,0.57,2467.0,2022,4,True,2452.0,0.6117455138662317,0.21,9.523809523809533,0.53,7.547169811320741,2452.0,0.6117455138662317
Uttar Pradesh,Aligarh,Maize,2023-24,0.3,0.87,2889.0,2023,4,True,2467.0,17.105796513984597,0.23,30.43478260869564,0.57,52.63157894736843,2459.5,17.462898963203905
Uttar Pradesh,Aligarh,Maize,2024-25,0.16,0.48,2997.0,2024,4,True,2889.0,3.7383177570093453,0.3,-46.666666666666664,0.87,-44.827586206896555,2602.6666666666665,15.151127049180335
Uttar Pradesh,Aligarh,Rice,2021-22,0.88,2.2,2494.0,2021,4,True,,,,,,,,
Uttar Pradesh,Aligarh,Rice,2022-23,0.89,2.23,2500.0,2022,4,True,2494.0,0.24057738572574178,0.88,1.1363636363636374,2.2,1.3636363636363547,2494.0,0.24057738572574178
Uttar Pradesh,Aligarh,Rice,2023-24,0.84,2.16,2562.0,2023,4,True,2500.0,2.48,0.89,-5.6179775280898925,2.23,-3.1390134529147913,2497.0,2.6031237484981977
Uttar Pradesh,Aligarh,Rice,2024-25,1.89,4.91,2600.0,2024,4,True,2562.0,1.483216237314598,0.84,124.99999999999997,2.16,127.31481481481481,2518.6666666666665,3.2292218104817425
Uttar Pradesh,Aligarh,Wheat,2021-22,2.33,9.76,4195.0,2021,4,True,,,,,,,,
Uttar Pradesh,Aligarh,Wheat,2022-23,1.82,7.64,4196.0,2022,4,True,4195.0,0.023837902264600714,2.33,-21.888412017167383,9.76,-21.721311475409838,4195.0,0.023837902264600714
Uttar Pradesh,Aligarh,Wheat,2023-24,1.93,7.69,3976.0,2023,4,True,4196.0,-5.243088655862726,1.82,6.043956043956037,7.64,0.6544502617801141,4195.5,-5.231795971874628
Uttar Pradesh,Aligarh,Wheat,2024-25,1.84,6.94,3764.0,2024,4,True,3976.0,-5.331991951710262,1.93,-4.663212435233153,7.69,-9.752925877763328,4122.333333333333,-8.692488073097755
Uttar Pradesh,Ambedkar Nagar,Maize,2021-22,0.01,0.02,1925.0,2021,4,True,,,,,,,,
Uttar Pradesh,Ambedkar Nagar,Maize,2022-23,0.01,0.01,1687.0,2022,4,True,1925.0,-12.363636363636363,0.01,0.0,0.02,-50.0,1925.0,-12.363636363636363
Uttar Pradesh,Ambedkar Nagar,Maize,2023-24,0.01,0.02,2053.0,2023,4,True,1687.0,21.69531713100178,0.01,0.0,0.01,100.0,1806.0,13.676633444075303
Uttar Pradesh,Ambedkar Nagar,Maize,2024-25,0.0,0.01,2127.0,2024,4,True,2053.0,3.6044812469556744,0.01,-100.0,0.02,-50.0,1888.3333333333333,12.639011473962935
Uttar Pradesh,Ambedkar Nagar,Rice,2021-22,1.28,3.51,2748.0,2021,4,True,,,,,,,,
Uttar Pradesh,Ambedkar Nagar,Rice,2022-23,1.16,3.17,2725.0,2022,4,True,2748.0,-0.8369723435225619,1.28,-9.375000000000009,3.51,-9.686609686609684,2748.0,-0.8369723435225619
Uttar Pradesh,Ambedkar Nagar,Rice,2023-24,1.07,3.14,2927.0,2023,4,True,2725.0,7.412844036697249,1.16,-7.75862068965516,3.17,-0.946372239747628,2736.5,6.961447103964918
Uttar Pradesh,Ambedkar Nagar,Rice,2024-25,1.52,4.76,3129.0,2024,4,True,2927.0,6.901264092927913,1.07,42.05607476635513,3.14,51.592356687898075,2800.0,11.75
