State,District,Crop,Year,Area,Production,Yield,Years_ Available,Complete_4_year_history,Previous_Yield,Previous_yield_percentage,Previous_area,Previous_Area_Percentage,Previous_Production,Production_Change_Pct,History_avg_yield,Yield_Deviation_Pct,Crop_Year_Rainfall_mm,Rainy_Days,Heavy_Rain_Days,Days_Available,Monsoon_Rainfall_mm,Rabi_Rainfall_mm,Historical_Avg_Rainfall,Rainfall_Deviation_Pct
Punjab,Malerkotla,Wheat,2023-24,0.52,2.85,5485.0,4,True,4962.0,10.540104796453043,0.52,0.0,2.59,10.038610038610049,4647.0,18.03313965999569,996.84,61,1,366,847.4200000000001,133.62,848.2950000000001,17.511007373614127
Punjab,Malerkotla,Wheat,2024-25,0.52,2.84,5439.0,4,True,5485.0,-0.8386508659981768,0.52,0.0,2.85,-0.3508771929824642,4926.333333333333,10.406658095946955,804.41,71,0,365,675.29,76.85,897.8100000000001,-10.403091968233822
Punjab,Mansa,Maize,2021-22,0.0,0.0,4000.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Mansa,Maize,2022-23,0.0,0.0,4000.0,4,True,4000.0,0.0,0.0,,0.0,,4000.0,0.0,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Mansa,Maize,2023-24,0.0,0.0,3827.0,4,True,4000.0,-4.324999999999999,0.0,,0.0,,4000.0,-4.324999999999999,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Mansa,Maize,2024-25,0.0,0.0,4200.0,4,True,3827.0,9.746537758035014,0.0,,0.0,,3942.3333333333335,6.53589244948,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Mansa,Rice,2021-22,1.23,5.61,4572.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Mansa,Rice,2022-23,1.26,5.93,4695.0,4,True,4572.0,2.690288713910761,1.23,2.4390243902439046,5.61,5.704099821746869,4572.0,2.690288713910761,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Mansa,Rice,2023-24,1.34,6.16,4608.0,4,True,4695.0,-1.853035143769968,1.26,6.349206349206354,5.93,3.878583473861728,4633.5,-0.5503399158303658,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Mansa,Rice,2024-25,1.44,6.38,4434.0,4,True,4608.0,-3.7760416666666665,1.34,7.462686567164169,6.16,3.571428571428567,4625.0,-4.129729729729729,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Mansa,Wheat,2021-22,1.73,7.68,4452.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Mansa,Wheat,2022-23,1.71,8.54,5001.0,4,True,4452.0,12.331536388140162,1.73,-1.156069364161851,7.68,11.19791666666666,4452.0,12.331536388140162,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Mansa,Wheat,2023-24,1.73,9.57,5537.0,4,True,5001.0,10.717856428714258,1.71,1.1695906432748548,8.54,12.060889929742403,4726.5,17.147995345392996,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Mansa,Wheat,2024-25,1.72,9.08,5276.0,4,True,5537.0,-4.713743904641503,1.73,-0.5780346820809253,9.57,-5.120167189132709,4996.666666666667,5.590393595730481,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Moga,Maize,2021-22,0.0,0.02,5000.0,4,True,,,,,,,,,773.82,61,0,365,536.71,216.24,,
Punjab,Moga,Maize,2022-23,0.0,0.01,5500.0,4,True,5000.0,10.0,0.0,,0.02,-50.0,5000.0,10.0,935.08,78,1,365,748.33,98.34,773.82,20.839471711767594
Punjab,Moga,Maize,2023-24,0.0,0.01,3827.0,4,True,5500.0,-30.418181818181814,0.0,,0.01,0.0,5250.0,-27.104761904761904,1010.65,66,2,366,846.42,143.09,854.45,18.280765404646253
Punjab,Moga,Maize,2024-25,0.0,0.01,4250.0,4,True,3827.0,11.053044159916384,0.0,,0.01,0.0,4775.666666666667,-11.007189223145115,809.16,70,0,365,687.26,79.33,906.5166666666668,-10.739644426467628
Punjab,Moga,Rice,2021-22,1.82,8.61,4739.0,4,True,,,,,,,,,773.82,61,0,365,536.71,216.24,,
Punjab,Moga,Rice,2022-23,1.83,9.27,5060.0,4,True,4739.0,6.773580924245621,1.82,0.5494505494505499,8.61,7.665505226480838,4739.0,6.773580924245621,935.08,78,1,365,748.33,98.34,773.82,20.839471711767594
Punjab,Moga,Rice,2023-24,1.83,9.46,5163.0,4,True,5060.0,2.0355731225296445,1.83,0.0,9.27,2.0496224379719665,4899.5,5.378099806102664,1010.65,66,2,366,846.42,143.09,854.45,18.280765404646253
Punjab,Moga,Rice,2024-25,1.85,8.72,4721.0,4,True,5163.0,-8.560914197172186,1.83,1.0928961748633887,9.46,-7.822410147991545,4987.333333333333,-5.340195161074717,809.16,70,0,365,687.26,79.33,906.5166666666668,-10.739644426467628
Punjab,Moga,Wheat,2021-22,1.78,7.78,4373.0,4,True,,,,,,,,,773.82,61,0,365,536.71,216.24,,
Punjab,Moga,Wheat,2022-23,1.78,8.46,4752.0,4,True,4373.0,8.66681911731077,1.78,0.0,7.78,8.740359897172244,4373.0,8.66681911731077,935.08,78,1,365,748.33,98.34,773.82,20.839471711767594
Punjab,Moga,Wheat,2023-24,1.78,9.54,5370.0,4,True,4752.0,13.005050505050503,1.78,0.0,8.46,12.76595744680849,4562.5,17.698630136986303,1010.65,66,2,366,846.42,143.09,854.45,18.280765404646253
Punjab,Moga,Wheat,2024-25,1.76,9.44,5360.0,4,True,5370.0,-0.186219739292365,1.78,-1.1235955056179785,9.54,-1.048218029350101,4831.666666666667,10.934805105208683,809.16,70,0,365,687.26,79.33,906.5166666666668,-10.739644426467628
Punjab,Pathankot,Maize,2021-22,0.06,0.24,4034.0,4,True,,,,,,,,,1420.5,113,1,365,991.02,374.77,,
Punjab,Pathankot,Maize,2022-23,0.07,0.19,2714.0,4,True,4034.0,-32.72186415468518,0.06,16.666666666666682,0.24,-20.83333333333333,4034.0,-32.72186415468518,1913.02,136,0,365,1328.35,354.51,1420.5,34.67229848644843
Punjab,Pathankot,Maize,2023-24,0.07,0.22,3199.0,4,True,2714.0,17.87030213706706,0.07,0.0,0.19,15.789473684210526,3374.0,-5.186721991701245,1534.46,111,1,366,987.11,402.75,1666.76,-7.937555496892171
Punjab,Pathankot,Maize,2024-25,0.06,0.2,3313.0,4,True,3199.0,3.563613629259144,0.07,-14.285714285714295,0.22,-9.090909090909086,3315.6666666666665,-0.0804262591736156,1449.33,109,0,365,1046.6,279.9,1622.6599999999999,-10.68184339294738
Punjab,Pathankot,Rice,2021-22,0.28,0.97,3514.0,4,True,,,,,,,,,1420.5,113,1,365,991.02,374.77,,
Punjab,Pathankot,Rice,2022-23,0.3,0.82,2724.0,4,True,3514.0,-22.481502561183834,0.28,7.142857142857128,0.97,-15.4639175257732,3514.0,-22.481502561183834,1913.02,136,0,365,1328.35,354.51,1420.5,34.67229848644843
Punjab,Pathankot,Rice,2023-24,0.3,1.19,3952.0,4,True,2724.0,45.08076358296623,0.3,0.0,0.82,45.1219512195122,3119.0,26.70727797370952,1534.46,111,1,366,987.11,402.75,1666.76,-7.937555496892171
Punjab,Pathankot,Rice,2024-25,0.27,1.0,3648.0,4,True,3952.0,-7.6923076923076925,0.3,-9.999999999999991,1.19,-15.966386554621844,3396.6666666666665,7.3994111874386705,1449.33,109,0,365,1046.6,279.9,1622.6599999999999,-10.68184339294738
Punjab,Pathankot,Wheat,2021-22,0.39,1.44,3655.0,4,True,,,,,,,,,1420.5,113,1,365,991.02,374.77,,
Punjab,Pathankot,Wheat,2022-23,0.4,1.6,3998.0,4,True,3655.0,9.384404924760602,0.39,2.5641025641025665,1.44,11.11111111111112,3655.0,9.384404924760602,1913.02,136,0,365,1328.35,354.51,1420.5,34.67229848644843
Punjab,Pathankot,Wheat,2023-24,0.41,1.62,3993.0,4,True,3998.0,-0.1250625312656328,0.4,2.4999999999999885,1.6,1.250000000000001,3826.5,4.351234809878479,1534.46,111,1,366,987.11,402.75,1666.76,-7.937555496892171
Punjab,Pathankot,Wheat,2024-25,0.4,1.68,4184.0,4,True,3993.0,4.783370899073378,0.41,-2.4390243902438917,1.62,3.703703703703693,3882.0,7.779495105615662,1449.33,109,0,365,1046.6,279.9,1622.6599999999999,-10.68184339294738
Punjab,Patiala,Maize,2022-23,0.01,0.02,2714.0,3,False,,,,,,,,,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Punjab,Patiala,Maize,2023-24,0.01,0.02,2746.0,3,False,2714.0,1.1790714812085483,0.01,0.0,0.02,0.0,2714.0,1.1790714812085483,807.19,65,3,366,664.9,125.79,1035.8200000000002,-22.072367785908757
Punjab,Patiala,Maize,2024-25,0.01,0.04,5029.0,3,False,2746.0,83.13911143481427,0.01,0.0,0.02,100.0,2730.0,84.21245421245422,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Punjab,Patiala,Rice,2021-22,2.34,10.08,4313.0,4,True,,,,,,,,,964.2,67,2,365,730.62,175.89,,
Punjab,Patiala,Rice,2022-23,2.34,9.66,4135.0,4,True,4313.0,-4.1270577324368185,2.34,0.0,10.08,-4.166666666666666,4313.0,-4.1270577324368185,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Punjab,Patiala,Rice,2023-24,2.34,10.54,4514.0,4,True,4135.0,9.16565900846433,2.34,0.0,9.66,9.109730848861274,4224.0,6.865530303030303,807.19,65,3,366,664.9,125.79,1035.8200000000002,-22.072367785908757
Punjab,Patiala,Rice,2024-25,2.33,10.45,4483.0,4,True,4514.0,-0.6867523260965884,2.34,-0.4273504273504183,10.54,-0.8538899430740025,4320.666666666667,3.75713624440672,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Punjab,Patiala,Wheat,2021-22,2.34,9.07,3884.0,4,True,,,,,,,,,964.2,67,2,365,730.62,175.89,,
Punjab,Patiala,Wheat,2022-23,2.33,11.45,4908.0,4,True,3884.0,26.364572605561275,2.34,-0.4273504273504183,9.07,26.24035281146636,3884.0,26.364572605561275,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Punjab,Patiala,Wheat,2023-24,2.33,11.54,4957.0,4,True,4908.0,0.9983700081499592,2.33,0.0,11.45,0.7860262008733613,4396.0,12.76160145586897,807.19,65,3,366,664.9,125.79,1035.8200000000002,-22.072367785908757
Punjab,Patiala,Wheat,2024-25,2.31,11.65,5038.0,4,True,4957.0,1.6340528545491224,2.33,-0.858369098712447,11.54,0.9532062391681214,4583.0,9.92799476325551,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Punjab,Rupnagar,Maize,2021-22,0.07,0.29,4056.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Rupnagar,Maize,2022-23,0.21,0.82,3980.0,4,True,4056.0,-1.8737672583826428,0.07,199.99999999999997,0.29,182.7586206896552,4056.0,-1.8737672583826428,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Rupnagar,Maize,2023-24,0.2,0.83,4066.0,4,True,3980.0,2.1608040201005023,0.21,-4.761904761904753,0.82,1.2195121951219523,4018.0,1.1946241911398707,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Rupnagar,Maize,2024-25,0.2,1.12,5534.0,4,True,4066.0,36.10427939006394,0.2,0.0,0.83,34.93975903614459,4034.0,37.18393653941497,1191.48,107,1,365,972.22,134.83,1242.7733333333333,-4.127328126341084
Punjab,Rupnagar,Rice,2021-22,0.4,1.69,4214.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Rupnagar,Rice,2022-23,0.41,1.49,3652.0,4,True,4214.0,-13.336497389653536,0.4,2.4999999999999885,1.69,-11.834319526627215,4214.0,-13.336497389653536,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Rupnagar,Rice,2023-24,0.41,1.69,4143.0,4,True,3652.0,13.444687842278205,0.41,0.0,1.49,13.422818791946304,3933.0,5.339435545385203,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Rupnagar,Rice,2024-25,0.42,1.71,4108.0,4,True,4143.0,-0.8447984552256819,0.41,2.4390243902439046,1.69,1.1834319526627228,4003.0,2.623032725455908,1191.48,107,1,365,972.22,134.83,1242.7733333333333,-4.127328126341084
Punjab,Rupnagar,Wheat,2021-22,0.69,2.48,3615.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Rupnagar,Wheat,2022-23,0.68,3.06,4511.0,4,True,3615.0,24.785615491009683,0.69,-1.449275362318826,2.48,23.38709677419355,3615.0,24.785615491009683,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Rupnagar,Wheat,2023-24,0.67,3.2,4759.0,4,True,4511.0,5.497672356461982,0.68,-1.4705882352941189,3.06,4.575163398692815,4063.0,17.13019936007876,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Rupnagar,Wheat,2024-25,0.67,3.12,4630.0,4,True,4759.0,-2.710653498634167,0.67,0.0,3.2,-2.500000000000002,4295.0,7.799767171129219,1191.48,107,1,365,972.22,134.83,1242.7733333333333,-4.127328126341084
Punjab,S.A.S Nagar,Maize,2021-22,0.01,0.02,3000.0,4,True,,,,,,,,,1297.57,97,0,365,981.67,246.72,,
Punjab,S.A.S Nagar,Maize,2022-23,0.03,0.1,2912.0,4,True,3000.0,-2.933333333333333,0.01,199.99999999999997,0.02,400.0,3000.0,-2.933333333333333,1567.66,110,1,365,1207.36,181.25,1297.57,20.815062000508654
Punjab,S.A.S Nagar,Maize,2023-24,0.05,0.16,3531.0,4,True,2912.0,21.25686813186813,0.03,66.66666666666669,0.1,60.0,2956.0,19.45196211096076,1301.31,84,3,366,1120.44,152.26,1432.615,-9.16540731459604
Punjab,S.A.S Nagar,Maize,2024-25,0.05,0.2,4551.0,4,True,3531.0,28.88700084961767,0.05,0.0,0.16,25.000000000000007,3147.6666666666665,44.58328920893784,1447.69,111,1,365,1191.42,133.39,1388.8466666666666,4.2368488002035365
Punjab,S.A.S Nagar,Rice,2021-22,0.32,1.13,3509.0,4,True,,,,,,,,,1297.57,97,0,365,981.67,246.72,,
Punjab,S.A.S Nagar,Rice,2022-23,0.42,1.27,3024.0,4,True,3509.0,-13.821601595896263,0.32,31.249999999999996,1.13,12.389380530973463,3509.0,-13.821601595896263,1567.66,110,1,365,1207.36,181.25,1297.57,20.815062000508654
Punjab,S.A.S Nagar,Rice,2023-24,0.34,1.35,4030.0,4,True,3024.0,33.267195767195766,0.42,-19.04761904761904,1.27,6.2992125984252025,3266.5,23.373641512322056,1301.31,84,3,366,1120.44,152.26,1432.615,-9.16540731459604
Punjab,S.A.S Nagar,Rice,2024-25,0.33,1.27,3884.0,4,True,4030.0,-3.6228287841191062,0.34,-2.9411764705882377,1.35,-5.925925925925931,3521.0,10.309571144561204,1447.69,111,1,365,1191.42,133.39,1388.8466666666666,4.2368488002035365
Punjab,S.A.S Nagar,Wheat,2021-22,0.5,1.86,3713.0,4,True,,,,,,,,,1297.57,97,0,365,981.67,246.72,,
Punjab,S.A.S Nagar,Wheat,2022-23,0.53,2.17,4094.0,4,True,3713.0,10.26124427686507,0.5,6.000000000000005,1.86,16.666666666666657,3713.0,10.26124427686507,1567.66,110,1,365,1207.36,181.25,1297.57,20.815062000508654
Punjab,S.A.S Nagar,Wheat,2023-24,0.52,2.21,4242.0,4,True,4094.0,3.61504640937958,0.53,-1.8867924528301905,2.17,1.843317972350232,3903.5,8.671704880235685,1301.31,84,3,366,1120.44,152.26,1432.615,-9.16540731459604
Punjab,S.A.S Nagar,Wheat,2024-25,0.52,2.41,4680.0,4,True,4242.0,10.325318246110324,0.52,0.0,2.21,9.049773755656116,4016.3333333333335,16.5241928790771,1447.69,111,1,365,1191.42,133.39,1388.8466666666666,4.2368488002035365
Punjab,Sangrur,Maize,2021-22,0.0,0.01,4000.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Sangrur,Maize,2022-23,0.0,0.0,4000.0,4,True,4000.0,0.0,0.0,,0.01,-100.0,4000.0,0.0,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Sangrur,Maize,2023-24,0.0,0.01,3827.0,4,True,4000.0,-4.324999999999999,0.0,,0.0,,4000.0,-4.324999999999999,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Sangrur,Maize,2024-25,0.0,0.0,4200.0,4,True,3827.0,9.746537758035014,0.0,,0.01,-100.0,3942.3333333333335,6.53589244948,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Sangrur,Rice,2021-22,2.39,11.95,5006.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Sangrur,Rice,2022-23,2.39,12.31,5157.0,4,True,5006.0,3.016380343587695,2.39,0.0,11.95,3.0125523012552406,5006.0,3.016380343587695,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Sangrur,Rice,2023-24,2.39,12.35,5177.0,4,True,5157.0,0.3878223773511732,2.39,0.0,12.31,0.3249390739236323,5081.5,1.8793663288399092,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Sangrur,Rice,2024-25,2.41,11.69,4853.0,4,True,5177.0,-6.258450840254974,2.39,0.836820083682009,12.35,-5.344129554655871,5113.333333333333,-5.091264667535849,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Sangrur,Wheat,2021-22,2.39,9.89,4142.0,4,True,,,,,,,,,711.85,54,0,365,525.18,140.17,,
Punjab,Sangrur,Wheat,2022-23,2.39,12.58,5269.0,4,True,4142.0,27.209077740222117,2.39,0.0,9.89,27.19919110212335,4142.0,27.209077740222117,835.71,67,1,365,657.51,86.58,711.85,17.399733089836346
Punjab,Sangrur,Wheat,2023-24,2.39,13.23,5529.0,4,True,5269.0,4.9345226798253945,2.39,0.0,12.58,5.166931637519875,4705.5,17.500796939751353,728.2,59,2,366,565.85,149.09,773.78,-5.890563209180895
Punjab,Sangrur,Wheat,2024-25,2.4,13.25,5519.0,4,True,5529.0,-0.1808645324651835,2.39,0.4184100418409952,13.23,0.151171579743005,4980.0,10.823293172690764,721.61,69,0,365,584.47,68.26,758.5866666666667,-4.87441557985025
Punjab,Shahid Bhagat Singh Nagar,Maize,2021-22,0.21,0.68,3159.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Shahid Bhagat Singh Nagar,Maize,2022-23,0.07,0.36,5600.0,4,True,3159.0,77.27128838239949,0.21,-66.66666666666666,0.68,-47.05882352941177,3159.0,77.27128838239949,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Shahid Bhagat Singh Nagar,Maize,2023-24,0.07,0.3,4677.0,4,True,5600.0,-16.482142857142858,0.07,0.0,0.36,-16.666666666666664,4379.5,6.793012901016097,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Shahid Bhagat Singh Nagar,Maize,2024-25,0.05,0.26,4819.0,4,True,4677.0,3.036134274107334,0.07,-28.571428571428577,0.3,-13.333333333333329,4478.666666666667,7.598987793986297,781.01,69,1,184,739.73,41.28,1242.7733333333333,-37.15587717792464
Punjab,Shahid Bhagat Singh Nagar,Rice,2021-22,0.61,2.75,4516.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Shahid Bhagat Singh Nagar,Rice,2022-23,0.63,2.24,3556.0,4,True,4516.0,-21.257750221434897,0.61,3.2786885245901667,2.75,-18.545454545454536,4516.0,-21.257750221434897,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Shahid Bhagat Singh Nagar,Rice,2023-24,0.63,2.92,4622.0,4,True,3556.0,29.977502812148483,0.63,0.0,2.24,30.357142857142843,4036.0,14.519326065411295,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Shahid Bhagat Singh Nagar,Rice,2024-25,0.63,2.87,4538.0,4,True,4622.0,-1.8173950670705323,0.63,0.0,2.92,-1.7123287671232816,4231.333333333333,7.247518512683166,781.01,69,1,184,739.73,41.28,1242.7733333333333,-37.15587717792464
Punjab,Shahid Bhagat Singh Nagar,Wheat,2021-22,0.77,2.99,3868.0,4,True,,,,,,,,,1060.59,82,0,365,753.01,246.11,,
Punjab,Shahid Bhagat Singh Nagar,Wheat,2022-23,0.78,3.86,4946.0,4,True,3868.0,27.86970010341261,0.77,1.2987012987012998,2.99,29.09698996655517,3868.0,27.86970010341261,1359.03,109,1,365,1016.23,161.34,1060.59,28.13905467711369
Punjab,Shahid Bhagat Singh Nagar,Wheat,2023-24,0.78,3.7,4756.0,4,True,4946.0,-3.841488071168621,0.78,0.0,3.86,-4.145077720207246,4407.0,7.919219423644202,1308.7,84,3,366,1099.77,174.77,1209.81,8.174010795083534
Punjab,Shahid Bhagat Singh Nagar,Wheat,2024-25,0.78,3.9,5019.0,4,True,4756.0,5.529857022708158,0.78,0.0,3.7,5.405405405405398,4523.333333333333,10.957995578481954,781.01,69,1,184,739.73,41.28,1242.7733333333333,-37.15587717792464
Punjab,Sri Muktsar Sahib,Maize,2021-22,0.08,0.41,5338.0,2,False,,,,,,,,,487.25,43,0,365,313.42,158.55,,
Punjab,Sri Muktsar Sahib,Maize,2022-23,0.0,0.01,4500.0,2,False,5338.0,-15.698763581865869,0.08,-100.0,0.41,-97.5609756097561,5338.0,-15.698763581865869,859.34,62,2,365,690.92,72.92,487.25,76.36531554643408
Punjab,Sri Muktsar Sahib,Rice,2021-22,1.83,7.66,4177.0,4,True,,,,,,,,,487.25,43,0,365,313.42,158.55,,
Punjab,Sri Muktsar Sahib,Rice,2022-23,1.83,7.54,4120.0,4,True,4177.0,-1.364615752932727,1.83,0.0,7.66,-1.5665796344647531,4177.0,-1.364615752932727,859.34,62,2,365,690.92,72.92,487.25,76.36531554643408
Punjab,Sri Muktsar Sahib,Rice,2023-24,1.88,7.64,4075.0,4,True,4120.0,-1.0922330097087378,1.83,2.73224043715846,7.54,1.3262599469495973,4148.5,-1.771724719778233,643.49,55,0,366,517.6899999999999,111.73,673.2950000000001,-4.426737165729741
Punjab,Sri Muktsar Sahib,Rice,2024-25,2.02,8.41,4173.0,4,True,4075.0,2.4049079754601226,1.88,7.446808510638305,7.64,10.07853403141362,4124.0,1.1881668283220177,633.51,57,0,365,554.6899999999999,49.05,663.36,-4.499819102749641
Punjab,Sri Muktsar Sahib,Wheat,2021-22,2.19,9.92,4526.0,4,True,,,,,,,,,487.25,43,0,365,313.42,158.55,,
Punjab,Sri Muktsar Sahib,Wheat,2022-23,2.17,10.19,4694.0,4,True,4526.0,3.7118868758285455,2.19,-0.9132420091324208,9.92,2.721774193548383,4526.0,3.7118868758285455,859.34,62,2,365,690.92,72.92,487.25,76.36531554643408
Punjab,Sri Muktsar Sahib,Wheat,2023-24,2.17,11.8,5444.0,4,True,4694.0,15.977844056242011,2.17,0.0,10.19,15.799803729146234,4610.0,18.09110629067245,643.49,55,0,366,517.6899999999999,111.73,673.2950000000001,-4.426737165729741
Punjab,Sri Muktsar Sahib,Wheat,2024-25,2.18,11.71,5379.0,4,True,5444.0,-1.1939750183688465,2.17,0.4608294930875682,11.8,-0.7627118644067784,4888.0,10.045008183306056,633.51,57,0,365,554.6899999999999,49.05,663.36,-4.499819102749641
Punjab,Tarn Taran,Maize,2021-22,0.0,0.01,4000.0,4,True,,,,,,,,,967.55,72,0,365,691.05,255.76,,
Punjab,Tarn Taran,Maize,2022-23,0.0,0.01,4333.0,4,True,4000.0,8.325000000000001,0.0,,0.01,0.0,4000.0,8.325000000000001,1106.64,93,1,365,883.05,126.58,967.55,14.37548447108678
Punjab,Tarn Taran,Maize,2023-24,0.0,0.01,3827.0,4,True,4333.0,-11.677821370874684,0.0,,0.01,0.0,4166.5,-8.148325933037322,1135.06,80,2,366,916.38,179.38,1037.095,9.4460970306481
Punjab,Tarn Taran,Maize,2024-25,0.0,0.0,4200.0,4,True,3827.0,9.746537758035014,0.0,,0.01,-100.0,4053.3333333333335,3.618421052631575,963.72,81,0,365,799.17,109.19,1069.75,-9.91166160317831
Punjab,Tarn Taran,Rice,2021-22,1.82,7.24,3978.0,4,True,,,,,,,,,967.55,72,0,365,691.05,255.76,,
Punjab,Tarn Taran,Rice,2022-23,1.82,7.64,4189.0,4,True,3978.0,5.304172951231775,1.82,0.0,7.24,5.524861878453031,3978.0,5.304172951231775,1106.64,93,1,365,883.05,126.58,967.55,14.37548447108678
Punjab,Tarn Taran,Rice,2023-24,1.75,7.43,4247.0,4,True,4189.0,1.3845786583910242,1.82,-3.84615384615385,7.64,-2.7486910994764395,4083.5,4.003918207420106,1135.06,80,2,366,916.38,179.38,1037.095,9.4460970306481
Punjab,Tarn Taran,Rice,2024-25,1.85,7.93,4280.0,4,True,4247.0,0.7770190722863198,1.75,5.71428571428572,7.43,6.729475100942127,4138.0,3.4316094731754467,963.72,81,0,365,799.17,109.19,1069.75,-9.91166160317831
Punjab,Tarn Taran,Wheat,2021-22,1.86,7.96,4291.0,4,True,,,,,,,,,967.55,72,0,365,691.05,255.76,,
Punjab,Tarn Taran,Wheat,2022-23,1.9,8.86,4670.0,4,True,4291.0,8.832439990678163,1.86,2.150537634408592,7.96,11.306532663316576,4291.0,8.832439990678163,1106.64,93,1,365,883.05,126.58,967.55,14.37548447108678
Punjab,Tarn Taran,Wheat,2023-24,1.93,9.61,4992.0,4,True,4670.0,6.895074946466809,1.9,1.578947368421054,8.86,8.465011286681715,4480.5,11.416136591898224,1135.06,80,2,366,916.38,179.38,1037.095,9.4460970306481
Punjab,Tarn Taran,Wheat,2024-25,1.93,9.59,4973.0,4,True,4992.0,-0.3806089743589743,1.93,0.0,9.61,-0.2081165452653441,4651.0,6.923242313480972,963.72,81,0,365,799.17,109.19,1069.75,-9.91166160317831
Uttar Pradesh,Agra,Maize,2021-22,0.0,0.01,2900.0,4,True,,,,,,,,,858.71,64,1,365,704.41,138.73,,
Uttar Pradesh,Agra,Maize,2022-23,0.01,0.02,2800.0,4,True,2900.0,-3.4482758620689653,0.0,,0.01,100.0,2900.0,-3.4482758620689653,822.0,79,0,365,620.16,138.59,858.71,-4.275017176928187
Uttar Pradesh,Agra,Maize,2023-24,0.05,0.15,3189.0,4,True,2800.0,13.892857142857142,0.01,400.0,0.02,650.0,2850.0,11.894736842105264,659.05,61,0,366,587.65,61.72,840.355,-21.574810645501017
Uttar Pradesh,Agra,Maize,2024-25,0.01,0.05,3483.0,4,True,3189.0,9.219190968955786,0.05,-80.0,0.15,-66.66666666666666,2963.0,17.549780627742155,1104.7,79,1,365,1051.62,26.07,779.9200000000001,41.64273258795773
Uttar Pradesh,Agra,Rice,2021-22,0.05,0.13,2561.0,4,True,,,,,,,,,858.71,64,1,365,704.41,138.73,,
Uttar Pradesh,Agra,Rice,2022-23,0.07,0.18,2688.0,4,True,2561.0,4.959000390472472,0.05,40.00000000000001,0.13,38.46153846153845,2561.0,4.959000390472472,822.0,79,0,365,620.16,138.59,858.71,-4.275017176928187
Uttar Pradesh,Agra,Rice,2023-24,0.06,0.14,2616.0,4,True,2688.0,-2.6785714285714284,0.07,-14.285714285714295,0.18,-22.22222222222221,2624.5,-0.3238712135644884,659.05,61,0,366,587.65,61.72,840.355,-21.574810645501017
Uttar Pradesh,Agra,Rice,2024-25,0.17,0.47,2729.0,4,True,2616.0,4.319571865443425,0.06,183.33333333333337,0.14,235.7142857142857,2621.6666666666665,4.094087730451372,1104.7,79,1,365,1051.62,26.07,779.9200000000001,41.64273258795773
